lat-long,name,distance,latitude,longitude,price,is_open,rating,rating_count,my_timestamp,cat1_title,cat2_title,cat3_title
"43.653236,-79.376716",McVeigh's New Windsor Tavern,141.2,43.652297,-79.375534,2.0,True,3.5,40,2022-12-05 11:45:57.669606-05:00,Canadian (New),,
"43.653236,-79.376716",Bar Verde,382.7,43.65459,-79.38049,2.0,True,4.0,59,2022-12-05 11:45:57.669611-05:00,Ramen,Noodles,
"43.653236,-79.376716",Katana on Bay,443.8,43.6503044,-79.3804595,,True,3.5,95,2022-12-05 11:45:57.669616-05:00,Chinese,,
"43.653236,-79.376716",Portico Restaurant & Lounge,197.4,43.65168,-79.37809,,True,4.0,28,2022-12-05 11:45:57.669621-05:00,Venezuelan,Breakfast & Brunch,
"43.653236,-79.376716",XO Bisous,238.0,43.65122,-79.37579,1.0,True,4.5,18,2022-12-05 11:45:57.669626-05:00,Indian,,
"43.653236,-79.376716",B Espresso Bar,153.4,43.6533051373662,-79.3748112490738,2.0,True,4.0,27,2022-12-05 11:45:57.669630-05:00,Coffee Roasteries,,
"43.653236,-79.376716",Hy's Steakhouse & Cocktail Bar,411.8,43.651051,-79.380849,3.0,True,4.0,42,2022-12-05 11:45:57.669635-05:00,Ramen,,
"43.653236,-79.376716",Planta Cocina,316.9,43.65107,-79.37933,3.0,True,4.5,17,2022-12-05 11:45:57.669640-05:00,Parks,,
"43.653236,-79.376716",Osteria Ciceri e Tria,164.4,43.6522,-79.37806,2.0,True,3.5,35,2022-12-05 11:45:57.669645-05:00,Japanese,Sushi Bars,
"43.653236,-79.376716",Firkin on Yonge,233.9,43.6536199,-79.37936,2.0,True,3.0,107,2022-12-05 11:45:57.669651-05:00,Seafood,Seafood Markets,
"43.653236,-79.376716",Burrito Boyz,374.4,43.65636,-79.37851,1.0,True,3.5,72,2022-12-05 11:45:57.669655-05:00,Coffee Roasteries,,
"43.653236,-79.376716",Danish Pastry House,347.7,43.654426341610986,-79.38071189650198,3.0,True,3.5,37,2022-12-05 11:45:57.669660-05:00,Mexican,,
"43.653236,-79.376716",Sansotei Ramen,268.1,43.65083895935288,-79.37707871230316,3.0,True,4.0,19,2022-12-05 11:45:57.669665-05:00,Japanese,Pubs,
"43.653236,-79.376716",Yonge-Dundas Square,420.7,43.6560741091191,-79.380174,3.0,True,3.5,70,2022-12-05 11:45:57.669669-05:00,Botanical Gardens,Parks,
"43.653236,-79.376716",Cheese Garden,296.2,43.65367,-79.38007,3.0,True,4.5,11,2022-12-05 11:45:57.669674-05:00,Japanese,Sushi Bars,
"43.653236,-79.376716",Saks Food Hall,323.0,43.6517911812177,-79.3801985202755,2.0,True,4.0,23,2022-12-05 11:45:57.669678-05:00,Japanese,Pubs,
"43.653236,-79.376716",St Louis Bar and Grill,378.7,43.6500566,-79.3749499,2.0,True,3.0,59,2022-12-05 11:45:57.669683-05:00,Japanese,Sushi Bars,
"43.663722,-79.380288",Kintaro Izakaya,52.8,43.66417,-79.38006,2.0,True,4.0,228,2022-12-05 11:45:58.064328-05:00,Burgers,,
"43.663722,-79.380288",Hair of the Dog,102.7,43.662946823805,-79.379592870241,2.0,True,4.0,361,2022-12-05 11:45:58.064348-05:00,Chicken Shop,,
"43.663722,-79.380288",Si Lom Thai Bistro,150.8,43.66503,-79.38082,2.0,True,4.0,188,2022-12-05 11:45:58.064354-05:00,Burgers,,
"43.663722,-79.380288",The Keg Steakhouse + Bar,394.8,43.6668345,-79.3779253,,True,4.0,359,2022-12-05 11:45:58.064360-05:00,Canadian (New),,
"43.663722,-79.380288",Kawa Sushi,33.3,43.66397,-79.37992,2.0,True,3.5,172,2022-12-05 11:45:58.064365-05:00,Japanese,Sushi Bars,Tapas/Small Plates
"43.663722,-79.380288",Fushimi,164.7,43.66526,-79.38032,2.0,True,3.5,262,2022-12-05 11:45:58.064370-05:00,Ramen,Noodles,
"43.663722,-79.380288",Como En Casa,383.5,43.6653391464388,-79.3844996650524,1.0,True,4.0,240,2022-12-05 11:45:58.064375-05:00,Chinese,Noodles,
"43.663722,-79.380288",Fabarnak Community Cafe and Catering,311.7,43.66655,-79.3809,2.0,True,4.0,126,2022-12-05 11:45:58.064380-05:00,Bakeries,Korean,
"43.663722,-79.380288",The Blake House,266.1,43.66452,-79.37718,2.0,True,4.0,156,2022-12-05 11:45:58.064384-05:00,Sandwiches,,
"43.663722,-79.380288",Storm Crow Manor,353.8,43.6667489584503,-79.3816431239247,2.0,True,4.0,132,2022-12-05 11:45:58.064389-05:00,Seafood,,
"43.663722,-79.380288",Craig's Cookies,136.0,43.6649418550352,-79.3804019317031,3.0,True,4.0,61,2022-12-05 11:45:58.064394-05:00,Tapas/Small Plates,Pizza,Desserts
"43.663722,-79.380288",Torch Pressed Sushi,247.0,43.6659093206019,-79.3808230385184,2.0,True,4.5,69,2022-12-05 11:45:58.064410-05:00,Breakfast & Brunch,Mexican,
"43.663722,-79.380288",Gurume Sushi,265.3,43.6613914599157,-79.38099526635763,3.0,True,5.0,37,2022-12-05 11:45:58.064415-05:00,Museums,,
"43.663722,-79.380288",Burrito Bandidos,307.2,43.6630940440624,-79.3840069720838,1.0,True,4.0,127,2022-12-05 11:45:58.064420-05:00,Dog Parks,Swimming Pools,
"43.663722,-79.380288",Fran's Restaurant,395.3,43.6614505,-79.384068,2.0,True,3.5,411,2022-12-05 11:45:58.064424-05:00,Ramen,Noodles,
"43.663722,-79.380288",W Burger Bar,368.8,43.6614620733212,-79.3836429192963,2.0,True,3.5,299,2022-12-05 11:45:58.064429-05:00,Vietnamese,,
"43.663722,-79.380288",The Captain's Boil,322.5,43.66237,-79.38378,2.0,True,3.5,231,2022-12-05 11:45:58.064434-05:00,Cafes,,
"43.663722,-79.380288",Bulldog Coffee,294.0,43.661301,-79.378818,1.0,True,4.5,55,2022-12-05 11:45:58.064439-05:00,Ice Cream & Frozen Yogurt,,
"43.663722,-79.380288",T-swirl Crêpe,309.2,43.66342,-79.38414,1.0,True,4.0,98,2022-12-05 11:45:58.064444-05:00,Mexican,,
"43.663722,-79.380288",Sambucas On Church,156.8,43.66511,-79.38042,2.0,True,3.5,102,2022-12-05 11:45:58.064449-05:00,Gluten-Free,Bakeries,Custom Cakes
"43.663722,-79.380288",Ginger,188.6,43.6653417586184,-79.3809837338158,1.0,True,3.5,135,2022-12-05 11:45:58.064454-05:00,Caterers,Bakeries,Desserts
"43.663722,-79.380288",Mr.Tonkatsu,346.8,43.66434,-79.38454,2.0,True,4.0,78,2022-12-05 11:45:58.064458-05:00,Pizza,,
"43.663722,-79.380288",Woody's,76.6,43.6644,-79.38012,2.0,True,3.5,63,2022-12-05 11:45:58.064463-05:00,Pizza,Salad,Fast Food
"43.663722,-79.380288",Darvish Restaurant,309.7,43.66337,-79.38412,2.0,True,4.0,112,2022-12-05 11:45:58.064468-05:00,Pizza,Salad,Fast Food
"43.663722,-79.380288",Four Four South Village,312.8,43.6622887692154,-79.3836339335004,3.0,True,3.5,113,2022-12-05 11:45:58.064473-05:00,Cafes,,
"43.663722,-79.380288",Egg Club Wellesley,305.5,43.6642,-79.38389,1.0,True,4.5,27,2022-12-05 11:45:58.064478-05:00,Sushi Bars,,
"43.663722,-79.380288",The Churchmouse: A Firkin Pub,99.5,43.6646112519968,-79.3801465109641,2.0,True,3.5,80,2022-12-05 11:45:58.064483-05:00,Golf,,
"43.663722,-79.380288",North of Brooklyn Pizzeria,74.5,43.6643898,-79.3803681,2.0,True,3.0,87,2022-12-05 11:45:58.064488-05:00,Filipino,,
"43.663722,-79.380288",O'Grady's Restaurant,88.9,43.664469851766,-79.38068029524,2.0,True,3.0,130,2022-12-05 11:45:58.064492-05:00,Venezuelan,Breakfast & Brunch,
"43.663722,-79.380288",Indian Roti House,79.4,43.6644707,-79.380043,2.0,True,3.5,43,2022-12-05 11:45:58.064497-05:00,Middle Eastern,Diners,Breakfast & Brunch
"43.663722,-79.380288",Pegasus On Church,154.9,43.6651115,-79.3804169,2.0,True,4.0,29,2022-12-05 11:45:58.064502-05:00,Comfort Food,Bars,Canadian (New)
"43.663722,-79.380288",Starbucks,142.2,43.66501,-79.38039,2.0,True,4.0,29,2022-12-05 11:45:58.064507-05:00,Barbeque,Japanese,
"43.663722,-79.380288",Lebanon Express,356.5,43.66106,-79.38272,1.0,True,4.0,80,2022-12-05 11:45:58.064511-05:00,Barbeque,Japanese,
"43.663722,-79.380288",The Halal Guys,368.1,43.66514142692777,-79.3844225372604,2.0,True,3.0,264,2022-12-05 11:45:58.064517-05:00,Canadian (New),,
"43.663722,-79.380288",Cuppa Tea,257.5,43.66162,-79.38153,3.0,True,3.0,92,2022-12-05 11:45:58.064522-05:00,Ramen,Noodles,
"43.663722,-79.380288",Glad Day Bookshop,190.6,43.6653978,-79.3807835,2.0,True,4.0,22,2022-12-05 11:45:58.064527-05:00,Chinese,,
"43.663722,-79.380288",Black Bear Espresso,292.6,43.66115,-79.38159,2.0,True,4.0,45,2022-12-05 11:45:58.064531-05:00,Venezuelan,Breakfast & Brunch,
"43.663722,-79.380288",Loaded Pierogi,113.2,43.6647044094439,-79.3806558570915,2.0,True,4.0,26,2022-12-05 11:45:58.064536-05:00,Indian,,
"43.663722,-79.380288",Crews & Tangos,56.3,43.66421,-79.3805299,2.0,True,2.5,92,2022-12-05 11:45:58.064540-05:00,Coffee Roasteries,,
"43.663722,-79.380288",The Fry,338.9,43.6642528082569,-79.3844366446137,2.0,True,3.5,78,2022-12-05 11:45:58.064559-05:00,Ramen,,
"43.663722,-79.380288",Diyijia,309.6,43.66345,-79.38416,2.0,True,3.5,44,2022-12-05 11:45:58.064563-05:00,Parks,,
"43.663722,-79.380288",Buddies In Bad Times Theatre,220.6,43.66331,-79.38302,1.0,True,4.0,21,2022-12-05 11:45:58.064568-05:00,Japanese,Sushi Bars,
"43.663722,-79.380288",Daily Sushi Japanese Restaurant,257.5,43.66162,-79.38153,2.0,True,3.0,67,2022-12-05 11:45:58.064573-05:00,Seafood,Seafood Markets,
"43.663722,-79.380288",Church Street Garage,82.4,43.6644627647038,-79.3802943164838,2.0,True,3.0,68,2022-12-05 11:45:58.064578-05:00,Coffee Roasteries,,
"43.663722,-79.380288",TRU TEA  初茶,288.1,43.6612685453425,-79.381438,3.0,True,4.0,33,2022-12-05 11:45:58.064583-05:00,Mexican,,
"43.663722,-79.380288",Golden Diner Family Restaurant,288.5,43.66203,-79.37732,2.0,True,3.5,46,2022-12-05 11:45:58.064588-05:00,Japanese,Pubs,
"43.663722,-79.380288",Pride Toronto,204.9,43.66548,-79.3811,3.0,True,4.5,13,2022-12-05 11:45:58.064592-05:00,Botanical Gardens,Parks,
"43.663722,-79.380288",Red Rocket Coffee,471.3,43.666640926547,-79.3760392324478,2.0,True,4.0,55,2022-12-05 11:45:58.064598-05:00,Japanese,Sushi Bars,
"43.663722,-79.380288",The Cherie  Bistro,163.6,43.66512696886883,-79.3808928,3.0,True,4.0,21,2022-12-05 11:45:58.064602-05:00,Japanese,Pubs,
"43.663722,-79.380288",Hangry Burger,362.1,43.66092,-79.38266,2.0,True,4.0,32,2022-12-05 11:45:58.064607-05:00,Japanese,Sushi Bars,
"43.657763,-79.389165",Sansotei Ramen,376.1,43.655,-79.38643,2.0,True,4.0,925,2022-12-05 11:45:58.485069-05:00,Burgers,,
"43.657763,-79.389165",Tsujiri,414.1,43.6552918174341,-79.3853147814892,2.0,True,4.0,588,2022-12-05 11:45:58.485089-05:00,Chicken Shop,,
"43.657763,-79.389165",Japango,432.2,43.6551,-79.38524,2.0,True,3.5,709,2022-12-05 11:45:58.485096-05:00,Burgers,,
"43.657763,-79.389165",Poke Guys,458.4,43.65484,-79.38517,2.0,True,4.0,369,2022-12-05 11:45:58.485101-05:00,Canadian (New),,
"43.657763,-79.389165",Koh Lipe,404.9,43.65586,-79.39347,2.0,True,4.0,232,2022-12-05 11:45:58.485107-05:00,Japanese,Sushi Bars,Tapas/Small Plates
"43.657763,-79.389165",Jimmy's Coffee,300.5,43.65845826670497,-79.385555,1.0,True,4.0,151,2022-12-05 11:45:58.485112-05:00,Ramen,Noodles,
"43.657763,-79.389165",Arctic Bites,368.4,43.6559732437016,-79.3930182046491,1.0,True,4.0,280,2022-12-05 11:45:58.485118-05:00,Chinese,Noodles,
"43.657763,-79.389165",Rolltation,360.4,43.65477,-79.3874,2.0,True,4.0,223,2022-12-05 11:45:58.485123-05:00,Bakeries,Korean,
"43.657763,-79.389165",Light Cafe,371.3,43.65594,-79.393,2.0,True,4.0,241,2022-12-05 11:45:58.485128-05:00,Sandwiches,,
"43.657763,-79.389165",Omai Restaurant,337.2,43.6561,-79.39234,2.0,True,4.0,118,2022-12-05 11:45:58.485133-05:00,Seafood,,
"43.657763,-79.389165",Gyubee Japanese Grill - Dundas,393.4,43.6551427,-79.3857634,,True,4.5,145,2022-12-05 11:45:58.485138-05:00,Tapas/Small Plates,Pizza,Desserts
"43.657763,-79.389165",Lai Wah Heen,419.7,43.6546713,-79.386172,,True,3.5,224,2022-12-05 11:45:58.485143-05:00,Breakfast & Brunch,Mexican,
"43.657763,-79.389165",Gyugyuya,376.7,43.65497,-79.38638,2.0,True,3.5,228,2022-12-05 11:45:58.485148-05:00,Museums,,
"43.657763,-79.389165",Carbonic Coffee,409.1,43.65584,-79.39348,1.0,True,4.0,94,2022-12-05 11:45:58.485154-05:00,Dog Parks,Swimming Pools,
"43.657763,-79.389165",Est West Cafe,187.2,43.65901,-79.39115,1.0,True,4.0,62,2022-12-05 11:45:58.485158-05:00,Ramen,Noodles,
"43.657763,-79.389165",Kimchi Korea House,413.4,43.65515,-79.38539,2.0,True,3.5,287,2022-12-05 11:45:58.485163-05:00,Vietnamese,,
"43.657763,-79.389165",The Host Fine Indian Cuisine,267.7,43.6567086,-79.386173,2.0,True,3.5,127,2022-12-05 11:45:58.485168-05:00,Cafes,,
"43.657763,-79.389165",Yueh Tung Restaurant,437.4,43.6550882011083,-79.3851792651491,2.0,True,3.5,220,2022-12-05 11:45:58.485173-05:00,Ice Cream & Frozen Yogurt,,
"43.657763,-79.389165",The Poké Box,187.2,43.6588089,-79.3909892,2.0,True,4.5,23,2022-12-05 11:45:58.485177-05:00,Mexican,,
"43.657763,-79.389165",Charidise,384.1,43.65592,-79.39315,2.0,True,3.5,209,2022-12-05 11:45:58.485182-05:00,Gluten-Free,Bakeries,Custom Cakes
"43.657763,-79.389165",1915 Lan Zhou Ramen,370.0,43.654965,-79.3866757,1.0,True,3.5,116,2022-12-05 11:45:58.485187-05:00,Caterers,Bakeries,Desserts
"43.657763,-79.389165",Sin & Redemption,396.2,43.654708,-79.3917,2.0,True,3.5,202,2022-12-05 11:45:58.485192-05:00,Pizza,,
"43.657763,-79.389165",Neo Coffee Bar,362.0,43.66013,-79.38583,3.0,True,4.0,58,2022-12-05 11:45:58.485196-05:00,Pizza,Salad,Fast Food
"43.657763,-79.389165",Hong Shing Chinese Restaurant,364.9,43.65491,-79.38683,2.0,True,3.5,196,2022-12-05 11:45:58.485201-05:00,Pizza,Salad,Fast Food
"43.657763,-79.389165",Midi Bistro,330.6,43.65582,-79.39224,2.0,True,3.5,107,2022-12-05 11:45:58.485205-05:00,Cafes,,
"43.657763,-79.389165",Kenzo Ramen,420.1,43.65564,-79.3848299,2.0,True,3.0,262,2022-12-05 11:45:58.485210-05:00,Sushi Bars,,
"43.657763,-79.389165",Mercatto,298.6,43.66018257611177,-79.38755551742875,2.0,True,3.5,87,2022-12-05 11:45:58.485215-05:00,Golf,,
"43.657763,-79.389165",Café La Gaffe,377.0,43.65621,-79.3932899,2.0,True,3.5,123,2022-12-05 11:45:58.485219-05:00,Filipino,,
"43.657763,-79.389165",Starbucks,136.9,43.65737,-79.38744,2.0,True,4.5,16,2022-12-05 11:45:58.485224-05:00,Venezuelan,Breakfast & Brunch,
"43.657763,-79.389165",Hattendo,346.4,43.65597,-79.39264,1.0,True,3.5,86,2022-12-05 11:45:58.485229-05:00,Middle Eastern,Diners,Breakfast & Brunch
"43.657763,-79.389165",Valens Restaurant,358.6,43.65599,-79.39285,2.0,True,3.5,86,2022-12-05 11:45:58.485234-05:00,Comfort Food,Bars,Canadian (New)
"43.657763,-79.389165",Yang Teashop,374.0,43.65496,-79.3865299,1.0,True,3.5,81,2022-12-05 11:45:58.485239-05:00,Barbeque,Japanese,
